Number_of_Referrals,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Age,Number_of_Dependents,Zip_Code,Population,CLTV,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Referred_a_Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone_Service_Yes,Multiple_Lines_Yes,Internet_Service_Yes,Internet_Type_DSL,Internet_Type_Fiber Optic,Internet_Type_None,Online_Security_Yes,Online_Backup_Yes,Device_Protection_Plan_Yes,Premium_Tech_Support_Yes,Streaming_TV_Yes,Streaming_Movies_Yes,Streaming_Music_Yes,Unlimited_Data_Yes,Contract_One Year,Contract_Two Year,Paperless_Billing_Yes,Payment_Method_Credit Card,Payment_Method_Mailed Check,Gender_Male,Under_30_Yes,Senior_Citizen_Yes,Married_Yes,Dependents_Yes,Churn_Category_Competitor,Churn_Category_Dissatisfaction,Churn_Category_Other,Churn_Category_Price
7,71,48.59,15,69.2,4982.5,0.0,747.0,3449.8900000000003,80,1,95916,1279,5546,2,0,4.0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,12,36.24,33,64.116,713.75,0.0,0.0,434.88,52,0,92860,22443,5670,0,0,2.993293091884641,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
10,2,33.1,11,95.5,181.65,0.0,20.0,66.2,79,0,90034,58218,4449,1,0,5.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
1,30,39.74,24,104.052,3046.15,0.0,731.0,1192.2,64,0,95380,40545,4664,2,2,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,2,7.8,0,19.65,31.2,0.0,0.0,15.6,55,0,95335,683,4841,1,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,9,7.32,11,75.85,724.65,0.0,0.0,65.88,52,0,90305,13779,5212,0,0,2.993293091884641,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,72,24.48,69,83.3,6042.7,0.0,4169.0,1762.56,28,3,90032,46960,4505,2,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
0,1,17.07,3,61.15,61.15,0.0,0.0,17.07,47,0,95667,34146,4592,2,0,2.993293091884641,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,38,42.14,21,83.512,3058.65,0.0,642.0,1601.32,55,0,92122,34902,2071,5,1,2.993293091884641,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,64,36.24,0,20.2,1277.75,0.0,0.0,2319.36,23,0,90716,14852,4557,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
4,71,28.47,57,109.3,7782.85,0.0,0.0,2021.37,36,3,90220,47305,5737,1,0,3.0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
7,25,11.6,10,55.55,1405.3,0.0,0.0,290.0,49,0,90025,41175,2950,2,0,2.993293091884641,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,6,21.91,13,52.832,288.05,0.0,3.74,131.46,51,0,94107,17372,4713,2,1,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,63,38.85,27,81.2,4965.1,0.0,0.0,2447.55,56,0,94061,35737,6063,1,0,3.0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
6,63,44.55,29,89.4,5597.65,0.0,1623.0,2806.65,39,0,93247,15508,5004,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
1,11,25.67,20,97.76,1078.9,0.0,0.0,282.37,64,0,91030,23984,2120,3,0,2.993293091884641,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,22,15.77,42,69.7,1490.4,0.0,626.0,346.94,22,0,90802,38427,4838,2,1,2.993293091884641,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
0,9,27.34,0,20.1,190.25,0.0,0.0,246.06,60,3,92242,1564,3444,2,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,34.79,0,19.1,19.1,0.0,0.0,34.79,35,0,94924,1573,5890,4,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,4,27.37,0,20.05,85.5,0.0,0.0,109.48,57,2,93285,2515,4462,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,3,37.0,22,71.1,213.35,2.62,0.0,111.0,36,0,91352,46639,3501,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,39,29.56,0,23.8,903.8,0.0,0.0,1152.84,39,0,93627,152,3970,0,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
5,39,40.25,21,89.752,3266.0,0.0,686.0,1569.75,29,0,92648,42663,3364,7,4,2.993293091884641,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0
3,5,36.88,9,87.88000000000001,453.75,0.0,0.0,184.4,64,0,92126,74232,5141,7,0,1.0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,31,0.0,10,49.85,1520.1,0.0,0.0,0.0,35,0,91752,18980,2539,0,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,71,30.16,19,86.7,6179.35,0.0,1174.0,2141.36,76,2,92677,62103,4485,0,0,2.993293091884641,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
0,26,6.24,28,93.392,2335.3,0.0,654.0,162.24,49,0,92126,74232,3452,3,1,2.993293091884641,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,4,25.8,0,20.05,83.3,0.0,0.0,103.2,33,0,96143,4806,4596,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,46,0.0,13,60.75,2893.4,0.0,0.0,0.0,33,0,93458,43684,2694,1,2,2.993293091884641,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0,24,2.33,2,51.1,1269.6,0.0,25.0,55.92,45,0,91752,18980,2515,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,9,42.41,8,76.85,663.55,0.0,5.31,381.69,51,0,90015,15140,4834,3,0,2.993293091884641,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,1,48.79,0,19.4,19.4,0.0,0.0,48.79,58,2,90241,40152,3160,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,12,34.92,25,102.856,1120.95,0.0,28.02,419.04,64,0,94066,39566,5559,5,1,1.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,22.11,20,47.632,45.8,0.0,0.0,22.11,41,0,92121,4258,5973,5,1,1.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,52,33.69,57,115.7,5916.45,1.27,3372.0,1751.88,20,0,95220,6317,4861,1,0,2.993293091884641,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
1,38,19.08,4,109.2,4026.4,0.0,161.0,725.04,60,0,92121,4258,2341,1,0,1.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,66,23.51,57,110.292,6981.35,0.0,3979.0,1551.66,30,0,90291,31021,5602,3,1,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
4,45,9.39,22,75.15,3480.35,0.0,766.0,422.55,77,0,95346,1278,5837,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
0,26,0.0,19,45.8,1147.0,0.0,0.0,0.0,51,2,91381,9937,3287,1,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10,68,34.62,18,101.05,6770.5,0.0,1219.0,2354.16,36,1,92066,339,5570,1,0,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
8,65,36.62,6,100.15,6643.5,0.0,0.0,2380.3,35,0,94561,27607,4915,3,0,4.0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,15.77,0,19.75,19.75,0.0,0.0,15.77,45,0,90680,29694,2484,2,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,16,38.75,18,99.996,1529.2,0.0,275.0,620.0,76,0,92027,48690,5913,5,0,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8,15,2.12,30,101.9,1667.25,0.0,0.0,31.8,23,1,92692,46227,3707,2,1,3.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
1,71,33.69,27,100.2,7209.0,0.0,0.0,2391.99,22,1,91506,18539,5502,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0
0,6,25.93,26,87.25600000000001,497.55,0.0,129.0,155.57999999999998,40,0,94024,21496,3962,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,72,40.49,15,104.8,7470.1,0.0,0.0,2915.28,58,0,93242,2900,4165,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
10,56,11.55,27,95.65,5471.75,21.71,1477.0,646.8000000000001,80,0,94301,16198,6335,2,0,3.0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1,71,18.42,29,90.35,6325.25,0.0,1834.0,1307.8200000000002,31,0,92257,2753,6483,3,0,2.993293091884641,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,20,16.05,18,108.2,2203.7,0.0,397.0,321.0,40,0,95421,1575,2102,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,23,1.2,0,19.8,465.45,0.0,0.0,27.6,50,3,96088,4231,3058,1,0,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
3,53,33.31,0,25.55,1336.1,37.37,0.0,1765.43,37,3,93251,302,5794,3,0,3.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,8,23.46,0,20.0,141.6,0.0,0.0,187.68,55,0,95571,270,3087,2,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,31,0.0,5,50.05,1523.4,0.0,0.0,0.0,35,0,95236,3148,4529,1,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
8,17,8.74,0,20.75,418.25,0.0,0.0,148.58,28,0,90045,39334,3646,0,0,2.993293091884641,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1,19,36.92,52,89.35,1686.85,0.0,0.0,701.48,24,3,91307,23637,4473,1,2,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
4,70,5.77,48,108.15,7930.55,0.0,3807.0,403.9,27,0,90805,91664,5192,1,1,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
0,45,28.72,3,112.2,5031.85,0.0,151.0,1292.4,57,0,94117,38756,3091,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9,31,28.52,2,80.55,2471.6,0.0,49.0,884.12,58,0,96017,228,3491,1,0,2.993293091884641,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,22.86,0,20.85,20.85,0.0,0.0,22.86,80,0,93440,1328,3817,2,0,2.993293091884641,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0,11,25.24,32,77.94800000000001,815.5,0.0,261.0,277.64,41,0,92808,19629,4251,3,2,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,46,13.42,0,19.95,907.05,0.0,0.0,617.32,51,0,95470,5995,4006,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,63,16.57,0,20.6,1298.7,0.0,0.0,1043.91,25,0,92866,15396,6469,1,0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
0,6,32.34,0,20.65,109.3,0.0,0.0,194.04,33,0,93267,5689,3266,0,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,5,41.29,51,55.8,274.35,0.0,140.0,206.45,24,0,93267,5689,2612,1,1,3.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1,13,0.0,9,50.7,633.4,0.0,0.0,0.0,42,0,93201,1054,2655,3,1,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,71,46.11,20,72.9,5139.65,0.0,1028.0,3273.81,74,3,90808,37417,6404,1,1,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
10,57,23.28,0,19.6,1134.25,0.0,0.0,1326.96,54,0,90715,20890,6064,0,0,2.993293091884641,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6,52,31.09,28,98.15,4993.4,0.0,0.0,1616.68,41,1,95938,3524,5123,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,37,45.19,0,19.5,805.2,0.0,0.0,1672.03,57,0,90606,32148,3924,2,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,18.15,0,20.05,20.05,0.0,0.0,18.15,23,0,93240,5564,2798,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,1,16.06,3,92.664,89.1,0.0,0.0,16.06,44,0,94619,24518,2905,6,0,2.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,35,49.61,26,89.2,3251.3,0.0,84.53,1736.35,60,0,92054,98239,4446,2,0,2.993293091884641,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,41,15.48,0,20.45,775.6,0.0,0.0,634.6800000000001,52,0,93022,6503,2839,0,0,2.993293091884641,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,33.39,65,102.96,287.4,0.0,187.0,100.17,29,0,95553,867,5236,2,1,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,1,27.08,0,19.95,19.95,0.0,0.0,27.08,44,0,95223,5159,5916,0,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,32,5.99,6,72.54,2347.9,19.67,0.0,191.68,37,0,94923,1785,2356,3,0,2.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,28,9.67,31,110.39600000000002,3152.5,0.0,977.0,270.76,75,0,96088,4231,5030,2,0,2.993293091884641,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,5,32.12,11,100.1,512.45,0.0,56.0,160.6,62,0,92592,46171,5056,4,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,45,10.36,6,75.95,3273.8,0.0,0.0,466.2,61,0,91303,23519,2185,1,1,4.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5,64,11.85,2,85.0,5484.4,0.0,110.0,758.4,41,0,95212,6951,5472,2,1,2.993293091884641,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
0,2,38.28,20,77.89600000000002,147.15,0.0,29.0,76.56,37,0,95618,648,2078,5,1,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,33,33.32,4,76.85600000000001,2405.05,0.0,96.0,1099.56,33,0,92591,25655,5374,3,1,2.993293091884641,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
8,4,48.64,33,77.63600000000001,301.4,0.0,0.0,194.56,24,0,94705,12448,4013,5,2,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
0,49,32.36,2,100.048,4718.25,0.0,94.0,1585.64,66,0,93210,18036,5904,5,0,2.0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
3,18,10.29,59,83.25,1611.15,0.0,0.0,185.22,29,1,93602,3464,2065,1,0,2.993293091884641,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1,1,43.67,80,83.772,80.55,0.0,0.0,43.67,25,0,95403,40270,4273,2,1,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
0,18,19.93,26,77.8,1358.6,29.76,0.0,358.74,61,0,91201,23981,4228,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,13.36,10,74.1,5031.0,0.0,503.0,921.84,71,0,95459,586,4204,0,0,2.993293091884641,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,46,0.0,8,43.95,2007.85,0.0,161.0,0.0,47,0,91702,57775,4818,0,0,2.993293091884641,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,12,35.8,28,81.432,909.25,0.0,255.0,429.6,34,0,95326,6822,3545,3,0,2.993293091884641,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,35,20.61,16,59.6,2094.9,0.0,0.0,721.35,48,0,94580,26240,2187,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,14.91,23,84.084,80.85,0.0,0.0,14.91,64,0,93023,21633,3096,3,1,1.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1,9,14.21,6,88.764,754.65,0.0,45.0,127.89,63,0,91303,23519,2445,5,2,2.993293091884641,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,3,17.87,28,78.26,242.0,0.0,68.0,53.61,40,0,92338,23,5898,3,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,27.17,24,89.8,4667.0,0.0,0.0,1467.18,55,0,95449,1373,4980,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10,53,30.31,0,19.55,1007.9,0.0,0.0,1606.4299999999998,49,1,90650,103214,4670,0,0,2.993293091884641,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,4,23.04,0,19.7,117.8,0.0,0.0,92.16,49,0,93429,210,5018,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4,23,37.86,30,57.2,1423.35,0.0,427.0,870.78,59,2,96118,1822,4021,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
6,72,35.21,10,98.65,7129.45,0.0,0.0,2535.12,61,2,94513,26577,4616,0,0,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
5,65,33.47,0,19.85,1267.05,0.0,0.0,2175.55,55,1,96059,598,6009,2,0,2.993293091884641,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
0,5,4.59,12,95.056,449.75,0.0,0.0,22.95,79,0,91007,30933,2834,3,2,1.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
10,29,32.03,16,90.1,2656.7,0.0,425.0,928.87,73,0,93925,1140,3553,2,0,3.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
4,9,12.59,76,50.85,466.6,0.0,355.0,113.31,19,0,94510,25578,4623,2,0,4.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2,55,9.08,23,60.0,3316.1,0.0,763.0,499.4,67,0,92278,14104,4212,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0
0,3,42.68,27,65.25,209.9,0.0,0.0,128.04,32,0,95568,202,2562,2,2,5.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
3,23,5.7,30,81.85,1810.85,0.0,54.33,131.1,51,3,90212,11355,5939,1,0,2.993293091884641,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
6,72,15.35,41,86.4,6058.95,0.0,248.42,1105.2,21,0,95634,2723,6114,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
0,18,4.38,20,74.15,1387.0,0.0,277.0,78.84,63,0,95955,1146,2643,2,0,5.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
